Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-01 00:00:00+05:30,704.7812539190681,709.2988128804978,688.051596483833,697.8312377929688,175009,0.0,0.0
2024-01-02 00:00:00+05:30,690.2855361156971,694.9519876742457,670.1801321511623,672.0665893554688,348865,0.0,0.0
2024-01-03 00:00:00+05:30,676.2365600233404,677.1797886386554,648.2379714800219,650.5711669921875,203415,0.0,0.0
2024-01-04 00:00:00+05:30,655.287200828775,657.3225504690594,646.5996811208178,649.1810913085938,133259,0.0,0.0
2024-01-05 00:00:00+05:30,649.1810992991262,660.2018750810396,639.4510892263166,657.7197265625,1231143,0.0,0.0
2024-01-08 00:00:00+05:30,660.1522390820253,679.3640442259581,650.7200747851358,667.6483154296875,895046,0.0,0.0
2024-01-09 00:00:00+05:30,669.9815156161012,675.1443966515376,666.2582928404494,669.931884765625,481800,0.0,0.0
2024-01-10 00:00:00+05:30,673.1586615597803,683.0872553880956,657.2729114344758,678.2719116210938,203133,0.0,0.0
2024-01-11 00:00:00+05:30,680.1087028680918,681.9951600062899,661.4429578873444,675.4918823242188,186788,0.0,0.0
2024-01-12 00:00:00+05:30,674.3501332833526,674.3501332833526,662.3861893372292,664.91796875,134150,0.0,0.0
2024-01-15 00:00:00+05:30,664.91796875,664.91796875,664.91796875,664.91796875,0,0.0,0.0
2024-01-16 00:00:00+05:30,655.2872425632775,663.4287022422634,649.8761463949718,656.8757934570312,141899,0.0,0.0
2024-01-17 00:00:00+05:30,650.3229015182088,653.7482785392009,633.0968153131447,641.9332275390625,266993,0.0,0.0
2024-01-18 00:00:00+05:30,641.9332599995529,649.8265046820197,633.5435855961679,638.458251953125,229384,0.0,0.0
2024-01-19 00:00:00+05:30,645.3586391805418,654.29437418458,621.5796433554848,624.2603759765625,277493,0.0,0.0
2024-01-23 00:00:00+05:30,639.4014405480109,640.2950382295014,605.644221637091,614.5799560546875,448657,0.0,0.0
2024-01-24 00:00:00+05:30,615.5728164252431,622.5228320945604,587.2763240573086,612.59423828125,332842,0.0,0.0
2024-01-25 00:00:00+05:30,612.5942558771518,632.8486120778136,610.5589062068261,625.7000122070312,244105,0.0,0.0
2024-01-29 00:00:00+05:30,633.0,643.5499877929688,626.0,634.0,899275,4.5,0.0
2024-01-30 00:00:00+05:30,639.9500122070312,642.0,618.8499755859375,628.5999755859375,170252,0.0,0.0
2024-01-31 00:00:00+05:30,630.3499755859375,640.6500244140625,616.1500244140625,620.0499877929688,347921,0.0,0.0
2024-02-01 00:00:00+05:30,621.0,624.7999877929688,609.7999877929688,617.5,364500,0.0,0.0
2024-02-02 00:00:00+05:30,620.0,620.5999755859375,601.0999755859375,604.9500122070312,290046,0.0,0.0
2024-02-05 00:00:00+05:30,610.0,621.2999877929688,597.25,615.5,381313,0.0,0.0
2024-02-06 00:00:00+05:30,623.4500122070312,639.0,615.0,628.5,1281972,0.0,0.0
2024-02-07 00:00:00+05:30,639.9000244140625,652.7000122070312,632.0499877929688,643.0999755859375,321124,0.0,0.0
2024-02-08 00:00:00+05:30,644.75,669.7000122070312,643.0,656.1500244140625,791047,0.0,0.0
2024-02-09 00:00:00+05:30,654.5999755859375,659.5499877929688,644.0,654.2999877929688,410126,0.0,0.0
2024-02-12 00:00:00+05:30,651.8499755859375,666.0,641.0499877929688,648.25,1146649,0.0,0.0
2024-02-13 00:00:00+05:30,650.75,698.0,647.0499877929688,691.7000122070312,1283704,0.0,0.0
2024-02-14 00:00:00+05:30,690.25,719.9500122070312,680.6500244140625,707.8499755859375,696379,0.0,0.0
2024-02-15 00:00:00+05:30,712.0,726.9500122070312,705.7000122070312,713.5999755859375,665907,0.0,0.0
2024-02-16 00:00:00+05:30,713.0499877929688,715.0,685.0499877929688,692.4000244140625,930453,0.0,0.0
2024-02-19 00:00:00+05:30,695.1500244140625,707.5999755859375,695.1500244140625,702.0,87428,0.0,0.0
2024-02-20 00:00:00+05:30,707.9500122070312,709.0,695.5499877929688,705.5,113402,0.0,0.0
2024-02-21 00:00:00+05:30,708.75,744.9000244140625,707.75,713.7000122070312,327025,0.0,0.0
2024-02-22 00:00:00+05:30,719.0,721.0999755859375,689.0,708.5,220919,0.0,0.0
2024-02-23 00:00:00+05:30,710.0,724.75,699.3499755859375,721.7000122070312,138055,0.0,0.0
2024-02-26 00:00:00+05:30,721.9000244140625,775.0,717.7999877929688,769.5999755859375,1134217,0.0,0.0
2024-02-27 00:00:00+05:30,773.7999877929688,788.9500122070312,737.4500122070312,747.8499755859375,837440,0.0,0.0
2024-02-28 00:00:00+05:30,748.0499877929688,751.0999755859375,710.0499877929688,716.2999877929688,501982,0.0,0.0
2024-02-29 00:00:00+05:30,723.4500122070312,743.9500122070312,707.9000244140625,718.9500122070312,824679,0.0,0.0
2024-03-01 00:00:00+05:30,723.0,743.8499755859375,721.5499877929688,731.7000122070312,347110,0.0,0.0
2024-03-04 00:00:00+05:30,730.75,739.7000122070312,721.0499877929688,727.2999877929688,114655,0.0,0.0
2024-03-05 00:00:00+05:30,708.3499755859375,734.7999877929688,701.5499877929688,720.9500122070312,235044,0.0,0.0
2024-03-06 00:00:00+05:30,710.1500244140625,717.5999755859375,692.2000122070312,696.25,247042,0.0,0.0
2024-03-07 00:00:00+05:30,702.5499877929688,705.0999755859375,675.8499755859375,679.7999877929688,298672,0.0,0.0
2024-03-11 00:00:00+05:30,681.0499877929688,722.6500244140625,672.0,710.7000122070312,743621,0.0,0.0
2024-03-12 00:00:00+05:30,713.5499877929688,731.4500122070312,690.0,708.4500122070312,594950,0.0,0.0
2024-03-13 00:00:00+05:30,704.9000244140625,707.1500244140625,674.75,697.5999755859375,472495,0.0,0.0
2024-03-14 00:00:00+05:30,682.0,700.0,679.6500244140625,696.7000122070312,141794,0.0,0.0
2024-03-15 00:00:00+05:30,695.7999877929688,700.5499877929688,685.0999755859375,694.3499755859375,284769,0.0,0.0
2024-03-18 00:00:00+05:30,705.0,710.0,682.3499755859375,689.6500244140625,132046,0.0,0.0
2024-03-19 00:00:00+05:30,692.0,700.0,688.5499877929688,692.5999755859375,256540,0.0,0.0
2024-03-20 00:00:00+05:30,694.3499755859375,696.3499755859375,666.0499877929688,673.75,177154,0.0,0.0
2024-03-21 00:00:00+05:30,676.5499877929688,689.5499877929688,670.0,673.4000244140625,285163,0.0,0.0
2024-03-22 00:00:00+05:30,675.7000122070312,682.4500122070312,659.0499877929688,665.8499755859375,802243,0.0,0.0
2024-03-26 00:00:00+05:30,665.7999877929688,666.0,647.0,650.2999877929688,264980,0.0,0.0
2024-03-27 00:00:00+05:30,652.5499877929688,674.0,650.8499755859375,667.9500122070312,530619,0.0,0.0
2024-03-28 00:00:00+05:30,667.0499877929688,681.0,658.3499755859375,675.5999755859375,481500,0.0,0.0
